COD_GERAL;COD_AREA;Status Simplificado;AREA_NOME
CDV0070062B;CDV;Imóvel Selado;Costa do Valado
CDV0070062A;CDV;Imóvel Selado;Costa do Valado
CDV0070063A;CDV;Imóvel Selado;Costa do Valado
CDV0070064A;CDV;Imóvel Selado;Costa do Valado
CDV0070064B;CDV;Imóvel Selado;Costa do Valado
CDV0070064C;CDV;Imóvel Selado;Costa do Valado
CDV0070065A;CDV;Imóvel Selado;Costa do Valado
CDV0070065B;CDV;Imóvel Selado;Costa do Valado
CDV0070066A;CDV;Imóvel Selado;Costa do Valado
CDV0070067A;CDV;Imóvel Selado;Costa do Valado
CDV0070068A;CDV;Imóvel Selado;Costa do Valado
CDV0070017B;CDV;Imóvel Selado;Costa do Valado
CDV0070068B;CDV;Imóvel Selado;Costa do Valado
CDV0070069A;CDV;Imóvel Selado;Costa do Valado
CDV0070070A;CDV;Imóvel Selado;Costa do Valado
CDV0070035B;CDV;Imóvel Selado;Costa do Valado
CDV0070040B;CDV;Imóvel Selado;Costa do Valado
CDV0070040C;CDV;Imóvel Selado;Costa do Valado
CDV0070040D;CDV;Imóvel Selado;Costa do Valado
CDV0070048B;CDV;Imóvel Selado;Costa do Valado
CDV0070010B;CDV;Imóvel Selado;Costa do Valado
CDV0070015B;CDV;Imóvel Selado;Costa do Valado
CDV0070029C;CDV;Imóvel Selado;Costa do Valado
CDV0070049B;CDV;Imóvel Selado;Costa do Valado
CDV0070047B;CDV;Imóvel Selado;Costa do Valado
CDV0070053A;CDV;Imóvel Selado;Costa do Valado
CDV0070057C;CDV;Imóvel Selado;Costa do Valado
CDV0070057D;CDV;Imóvel Selado;Costa do Valado
CDV0070057B;CDV;Imóvel Selado;Costa do Valado
CDV0080001A;CDV;Imóvel Selado;Costa do Valado
CDV0080001B;CDV;Imóvel Selado;Costa do Valado
CDV0080001C;CDV;Imóvel Selado;Costa do Valado
CDV0080002A;CDV;Imóvel Selado;Costa do Valado
CDV0080002B;CDV;Imóvel Selado;Costa do Valado
CDV0080003A;CDV;Imóvel Selado;Costa do Valado
CDV0080003B;CDV;Imóvel Selado;Costa do Valado
CDV0080003C;CDV;Imóvel Selado;Costa do Valado
CDV0080004A;CDV;Imóvel Selado;Costa do Valado
CDV0080005A;CDV;Imóvel Selado;Costa do Valado
CDV0080006A;CDV;Imóvel Selado;Costa do Valado
CDV0080006B;CDV;Imóvel Selado;Costa do Valado
CDV0080007A;CDV;Imóvel Selado;Costa do Valado
CDV0080008A;CDV;Imóvel Selado;Costa do Valado
CDV0080009A;CDV;Imóvel Selado;Costa do Valado
CDV0080010A;CDV;Imóvel Selado;Costa do Valado
CDV0080011A;CDV;Imóvel Selado;Costa do Valado
CDV0080012A;CDV;Imóvel Selado;Costa do Valado
CDV0080012B;CDV;Imóvel Selado;Costa do Valado
CDV0080012C;CDV;Imóvel Selado;Costa do Valado
CDV0080012D;CDV;Imóvel Selado;Costa do Valado
CDV0080013A;CDV;Imóvel Selado;Costa do Valado
CDV0080013B;CDV;Imóvel Selado;Costa do Valado
CDV0080013C;CDV;Imóvel Selado;Costa do Valado
CDV0080013D;CDV;Imóvel Selado;Costa do Valado
CDV0080014A;CDV;Imóvel Selado;Costa do Valado
CDV0080015A;CDV;Imóvel Selado;Costa do Valado
CDV0080016A;CDV;Imóvel Selado;Costa do Valado
CDV0080017A;CDV;Imóvel Selado;Costa do Valado
CDV0080018A;CDV;Imóvel Selado;Costa do Valado
CDV0080018B;CDV;Imóvel Selado;Costa do Valado
CDV0080018C;CDV;Imóvel Selado;Costa do Valado
CDV0080019A;CDV;Imóvel Selado;Costa do Valado
CDV0080020A;CDV;Imóvel Selado;Costa do Valado
CDV0080021A;CDV;Imóvel Selado;Costa do Valado
CDV0080022A;CDV;Imóvel Selado;Costa do Valado
CDV0080023A;CDV;Imóvel Selado;Costa do Valado
CDV0080024A;CDV;Imóvel Selado;Costa do Valado
CDV0080025A;CDV;Imóvel Selado;Costa do Valado
CDV0080026A;CDV;Imóvel Selado;Costa do Valado
CDV0080026B;CDV;Imóvel Selado;Costa do Valado
CDV0080026C;CDV;Imóvel Selado;Costa do Valado
CDV0080026D;CDV;Imóvel Selado;Costa do Valado
CDV0080026E;CDV;Imóvel Selado;Costa do Valado
CDV0080027A;CDV;Imóvel Selado;Costa do Valado
CDV0080028A;CDV;Imóvel Selado;Costa do Valado
CDV0080029A;CDV;Imóvel Selado;Costa do Valado
CDV0080030A;CDV;Imóvel Selado;Costa do Valado
CDV0080031A;CDV;Imóvel Selado;Costa do Valado
CDV0080032A;CDV;Imóvel Selado;Costa do Valado
CDV0080033A;CDV;Imóvel Selado;Costa do Valado
CDV0080033B;CDV;Imóvel Selado;Costa do Valado
CDV0080034A;CDV;Imóvel Selado;Costa do Valado
CDV0080035A;CDV;Imóvel Selado;Costa do Valado
CDV0080036A;CDV;Imóvel Selado;Costa do Valado
CDV0080036B;CDV;Imóvel Selado;Costa do Valado
CDV0080036C;CDV;Imóvel Selado;Costa do Valado
CDV0080036D;CDV;Imóvel Selado;Costa do Valado
CDV0080037A;CDV;Imóvel Selado;Costa do Valado
CDV0080038A;CDV;Imóvel Selado;Costa do Valado
CDV0080039A;CDV;Imóvel Selado;Costa do Valado
CDV0080039B;CDV;Imóvel Selado;Costa do Valado
CDV0080039C;CDV;Imóvel Selado;Costa do Valado
CDV0080039D;CDV;Imóvel Selado;Costa do Valado
CDV0080039E;CDV;Imóvel Selado;Costa do Valado
CDV0080039F;CDV;Imóvel Selado;Costa do Valado
CDV0080039G;CDV;Imóvel Selado;Costa do Valado
CDV0080039H;CDV;Imóvel Selado;Costa do Valado
CDV0080039I;CDV;Imóvel Selado;Costa do Valado
CDV0080040A;CDV;Imóvel Selado;Costa do Valado
CDV0080040B;CDV;Imóvel Selado;Costa do Valado
CDV0080040C;CDV;Imóvel Selado;Costa do Valado
CDV0080040D;CDV;Imóvel Selado;Costa do Valado
CDV0080040E;CDV;Imóvel Selado;Costa do Valado
CDV0080040F;CDV;Imóvel Selado;Costa do Valado
CDV0080040G;CDV;Imóvel Selado;Costa do Valado
CDV0080041A;CDV;Imóvel Selado;Costa do Valado
CDV0080041B;CDV;Imóvel Selado;Costa do Valado
CDV0080041C;CDV;Imóvel Selado;Costa do Valado
CDV0080041D;CDV;Imóvel Selado;Costa do Valado
CDV0080042A;CDV;Imóvel Selado;Costa do Valado
CDV0080042B;CDV;Imóvel Selado;Costa do Valado
CDV0080042C;CDV;Imóvel Selado;Costa do Valado
CDV0080043A;CDV;Imóvel Selado;Costa do Valado
CDV0080043B;CDV;Imóvel Selado;Costa do Valado
CDV0080043C;CDV;Imóvel Selado;Costa do Valado
CDV0080043D;CDV;Imóvel Selado;Costa do Valado
CDV0080043E;CDV;Imóvel Selado;Costa do Valado
CDV0080044A;CDV;Imóvel Selado;Costa do Valado
CDV0080044B;CDV;Imóvel Selado;Costa do Valado
CDV0080044C;CDV;Imóvel Selado;Costa do Valado
CDV0080045A;CDV;Imóvel Selado;Costa do Valado
CDV0080045B;CDV;Imóvel Selado;Costa do Valado
CDV0080045C;CDV;Imóvel Selado;Costa do Valado
CDV0080045D;CDV;Imóvel Selado;Costa do Valado
CDV0080045E;CDV;Imóvel Selado;Costa do Valado
CDV0080045F;CDV;Imóvel Selado;Costa do Valado
CDV0080046A;CDV;Imóvel Selado;Costa do Valado
CDV0080046B;CDV;Imóvel Selado;Costa do Valado
CDV0080047A;CDV;Imóvel Selado;Costa do Valado
CDV0080048A;CDV;Imóvel Selado;Costa do Valado
CDV0080048B;CDV;Imóvel Selado;Costa do Valado
CDV0080048C;CDV;Imóvel Selado;Costa do Valado
CDV0080048D;CDV;Imóvel Selado;Costa do Valado
CDV0080049A;CDV;Imóvel Selado;Costa do Valado
CDV0080049B;CDV;Imóvel Selado;Costa do Valado
CDV0080049C;CDV;Imóvel Selado;Costa do Valado
CDV0080049D;CDV;Imóvel Selado;Costa do Valado
CDV0080050A;CDV;Imóvel Selado;Costa do Valado
CDV0080050B;CDV;Imóvel Selado;Costa do Valado
CDV0080050C;CDV;Imóvel Selado;Costa do Valado
CDV0080050D;CDV;Imóvel Selado;Costa do Valado
CDV0080051A;CDV;Imóvel Selado;Costa do Valado
CDV0080052A;CDV;Imóvel Selado;Costa do Valado
CDV0080053A;CDV;Imóvel Selado;Costa do Valado
CDV0080053B;CDV;Imóvel Selado;Costa do Valado
CDV0080054A;CDV;Imóvel Selado;Costa do Valado
CDV0080055A;CDV;Imóvel Selado;Costa do Valado
CDV0080055B;CDV;Imóvel Selado;Costa do Valado
CDV0080056A;CDV;Imóvel Selado;Costa do Valado
CDV0080056B;CDV;Imóvel Selado;Costa do Valado
CDV0080057A;CDV;Imóvel Selado;Costa do Valado
CDV0080058A;CDV;Imóvel Selado;Costa do Valado
CDV0080058B;CDV;Imóvel Selado;Costa do Valado
CDV0080058C;CDV;Imóvel Selado;Costa do Valado
CDV0080058D;CDV;Imóvel Selado;Costa do Valado
CDV0080059A;CDV;Imóvel Selado;Costa do Valado
CDV0080060A;CDV;Imóvel Selado;Costa do Valado
CDV0080061A;CDV;Imóvel Selado;Costa do Valado
CDV0080061B;CDV;Imóvel Selado;Costa do Valado
CDV0080062A;CDV;Imóvel Selado;Costa do Valado
CDV0080063A;CDV;Imóvel Selado;Costa do Valado
CDV0080064A;CDV;Imóvel Selado;Costa do Valado
CDV0080065A;CDV;Imóvel Selado;Costa do Valado
CDV0080066A;CDV;Imóvel Selado;Costa do Valado
CDV0080067A;CDV;Imóvel Selado;Costa do Valado
CDV0080068A;CDV;Imóvel Selado;Costa do Valado
CDV0080068B;CDV;Imóvel Selado;Costa do Valado
CDV0090001A;CDV;Imóvel Selado;Costa do Valado
CDV0090001B;CDV;Imóvel Selado;Costa do Valado
CDV0090001C;CDV;Imóvel Selado;Costa do Valado
CDV0090002A;CDV;Imóvel Selado;Costa do Valado
CDV0090003A;CDV;Imóvel Selado;Costa do Valado
CDV0090004A;CDV;Imóvel Selado;Costa do Valado
CDV0090005A;CDV;Imóvel Selado;Costa do Valado
CDV0090006A;CDV;Imóvel Selado;Costa do Valado
CDV0090007A;CDV;Imóvel Selado;Costa do Valado
CDV0090007B;CDV;Imóvel Selado;Costa do Valado
CDV0090007C;CDV;Imóvel Selado;Costa do Valado
CDV0090007D;CDV;Imóvel Selado;Costa do Valado
CDV0090008A;CDV;Imóvel Selado;Costa do Valado
CDV0090009A;CDV;Imóvel Selado;Costa do Valado
CDV0090009B;CDV;Imóvel Selado;Costa do Valado
CDV0090009C;CDV;Imóvel Selado;Costa do Valado
CDV0090009D;CDV;Imóvel Selado;Costa do Valado
CDV0090010A;CDV;Imóvel Selado;Costa do Valado
CDV0090010B;CDV;Imóvel Selado;Costa do Valado
CDV0090010C;CDV;Imóvel Selado;Costa do Valado
CDV0090011A;CDV;Imóvel Selado;Costa do Valado
CDV0090012A;CDV;Imóvel Selado;Costa do Valado
CDV0090013A;CDV;Imóvel Selado;Costa do Valado
CDV0090013B;CDV;Imóvel Selado;Costa do Valado
CDV0090013C;CDV;Imóvel Selado;Costa do Valado
CDV0090013D;CDV;Imóvel Selado;Costa do Valado
CDV0090014A;CDV;Imóvel Selado;Costa do Valado
CDV0090015A;CDV;Imóvel Selado;Costa do Valado
CDV0090015B;CDV;Imóvel Selado;Costa do Valado
CDV0090015C;CDV;Imóvel Selado;Costa do Valado
CDV0090016A;CDV;Imóvel Selado;Costa do Valado
CDV0090017A;CDV;Imóvel Selado;Costa do Valado
CDV0090018A;CDV;Imóvel Selado;Costa do Valado
CDV0090019A;CDV;Imóvel Selado;Costa do Valado
CDV0090019B;CDV;Imóvel Selado;Costa do Valado
CDV0090019C;CDV;Imóvel Selado;Costa do Valado
CDV0100001A;CDV;Imóvel Selado;Costa do Valado
CDV0100001B;CDV;Imóvel Selado;Costa do Valado
CDV0100002A;CDV;Imóvel Selado;Costa do Valado
CDV0100003A;CDV;Imóvel Selado;Costa do Valado
CDV0100004A;CDV;Imóvel Selado;Costa do Valado
CDV0100005A;CDV;Imóvel Selado;Costa do Valado
CDV0100006A;CDV;Imóvel Selado;Costa do Valado
CDV0100007A;CDV;Imóvel Selado;Costa do Valado
CDV0100008A;CDV;Imóvel Selado;Costa do Valado
CDV0100008B;CDV;Imóvel Selado;Costa do Valado
CDV0100008C;CDV;Imóvel Selado;Costa do Valado
CDV0100009A;CDV;Imóvel Selado;Costa do Valado
CDV0100010A;CDV;Imóvel Selado;Costa do Valado
CDV0100011A;CDV;Imóvel Selado;Costa do Valado
CDV0100012A;CDV;Imóvel Selado;Costa do Valado
CDV0100013A;CDV;Imóvel Selado;Costa do Valado
CDV0100014A;CDV;Imóvel Selado;Costa do Valado
CDV0100014B;CDV;Imóvel Selado;Costa do Valado
CDV0100015A;CDV;Imóvel Selado;Costa do Valado
CDV0100016A;CDV;Imóvel Selado;Costa do Valado
CDV0100017A;CDV;Imóvel Selado;Costa do Valado
CDV0100018A;CDV;Imóvel Selado;Costa do Valado
CDV0100018B;CDV;Imóvel Selado;Costa do Valado
CDV0100019A;CDV;Imóvel Selado;Costa do Valado
CDV0100019B;CDV;Imóvel Selado;Costa do Valado
CDV0100020A;CDV;Imóvel Selado;Costa do Valado
CDV0100021A;CDV;Imóvel Selado;Costa do Valado
CDV0100022A;CDV;Imóvel Selado;Costa do Valado
CDV0100023A;CDV;Imóvel Selado;Costa do Valado
CDV0100024A;CDV;Imóvel Selado;Costa do Valado
CDV0100024B;CDV;Imóvel Selado;Costa do Valado
CDV0100025A;CDV;Imóvel Selado;Costa do Valado
CDV0100025B;CDV;Imóvel Selado;Costa do Valado
CDV0100026A;CDV;Imóvel Selado;Costa do Valado
CDV0100027A;CDV;Imóvel Selado;Costa do Valado
CDV0100027B;CDV;Imóvel Selado;Costa do Valado
CDV0100028A;CDV;Imóvel Selado;Costa do Valado
CDV0100028B;CDV;Imóvel Selado;Costa do Valado
CDV0100029A;CDV;Imóvel Selado;Costa do Valado
CDV0100029B;CDV;Imóvel Selado;Costa do Valado
CDV0100030A;CDV;Imóvel Selado;Costa do Valado
CDV0100031A;CDV;Imóvel Selado;Costa do Valado
CDV0100031B;CDV;Imóvel Selado;Costa do Valado
CDV0100032A;CDV;Imóvel Selado;Costa do Valado
CDV0100033A;CDV;Imóvel Selado;Costa do Valado
CDV0100034A;CDV;Imóvel Selado;Costa do Valado
CDV0100034B;CDV;Imóvel Selado;Costa do Valado
CDV0100035A;CDV;Imóvel Selado;Costa do Valado
CDV0100035B;CDV;Imóvel Selado;Costa do Valado
CDV0100036A;CDV;Imóvel Selado;Costa do Valado
CDV0100036B;CDV;Imóvel Selado;Costa do Valado
CDV0100036C;CDV;Imóvel Selado;Costa do Valado
CDV0100037A;CDV;Imóvel Selado;Costa do Valado
CDV0100038A;CDV;Imóvel Selado;Costa do Valado
CDV0100039A;CDV;Imóvel Selado;Costa do Valado
CDV0100040A;CDV;Imóvel Selado;Costa do Valado
CDV0100041A;CDV;Imóvel Selado;Costa do Valado
CDV0100042A;CDV;Imóvel Selado;Costa do Valado
CDV0100042B;CDV;Imóvel Selado;Costa do Valado
CDV0100042C;CDV;Imóvel Selado;Costa do Valado
CDV0100042D;CDV;Imóvel Selado;Costa do Valado
CDV0100042E;CDV;Imóvel Selado;Costa do Valado
CDV0100042F;CDV;Imóvel Selado;Costa do Valado
CDV0100042G;CDV;Imóvel Selado;Costa do Valado
CDV0100042H;CDV;Imóvel Selado;Costa do Valado
CDV0100043A;CDV;Imóvel Selado;Costa do Valado
CDV0100044A;CDV;Imóvel Selado;Costa do Valado
CDV0100044B;CDV;Imóvel Selado;Costa do Valado
CDV0100045A;CDV;Imóvel Selado;Costa do Valado
CDV0100046A;CDV;Imóvel Selado;Costa do Valado
CDV0100047A;CDV;Imóvel Selado;Costa do Valado
CDV0100047B;CDV;Imóvel Selado;Costa do Valado
CDV0100048A;CDV;Imóvel Selado;Costa do Valado
CDV0100048B;CDV;Imóvel Selado;Costa do Valado
CDV0100048C;CDV;Imóvel Selado;Costa do Valado
CDV0100049A;CDV;Imóvel Selado;Costa do Valado
CDV0100049B;CDV;Imóvel Selado;Costa do Valado
CDV0100049C;CDV;Imóvel Selado;Costa do Valado
CDV0100049D;CDV;Imóvel Selado;Costa do Valado
CDV0100049E;CDV;Imóvel Selado;Costa do Valado
CDV0100049F;CDV;Imóvel Selado;Costa do Valado
CDV0100050A;CDV;Imóvel Selado;Costa do Valado
CDV0100051A;CDV;Imóvel Selado;Costa do Valado
CDV0100052A;CDV;Imóvel Selado;Costa do Valado
CDV0100052B;CDV;Imóvel Selado;Costa do Valado
CDV0100053A;CDV;Imóvel Selado;Costa do Valado
CDV0100053B;CDV;Imóvel Selado;Costa do Valado
CDV0100053C;CDV;Imóvel Selado;Costa do Valado
CDV0100054A;CDV;Imóvel Selado;Costa do Valado
CDV0100055A;CDV;Imóvel Selado;Costa do Valado
CDV0100055B;CDV;Imóvel Selado;Costa do Valado
CDV0100056A;CDV;Imóvel Selado;Costa do Valado
CDV0100056B;CDV;Imóvel Selado;Costa do Valado
CDV0100057A;CDV;Imóvel Selado;Costa do Valado
CDV0100058A;CDV;Imóvel Selado;Costa do Valado
CDV0100059A;CDV;Imóvel Selado;Costa do Valado
CDV0100059B;CDV;Imóvel Selado;Costa do Valado
CDV0100059C;CDV;Imóvel Selado;Costa do Valado
CDV0100060A;CDV;Imóvel Selado;Costa do Valado
CDV0100060B;CDV;Imóvel Selado;Costa do Valado
CDV0100061A;CDV;Imóvel Selado;Costa do Valado
CDV0100061B;CDV;Imóvel Selado;Costa do Valado
CDV0100062A;CDV;Imóvel Selado;Costa do Valado
ENL0010001A;ENL;Imóvel Selado;Enlevo
ENL0010001B;ENL;Imóvel Selado;Enlevo
ENL0010002A;ENL;Imóvel Selado;Enlevo
ENL0010003A;ENL;Imóvel Selado;Enlevo
ENL0010003B;ENL;Imóvel Selado;Enlevo
ENL0010004A;ENL;Imóvel Selado;Enlevo
ENL0010004B;ENL;Imóvel Selado;Enlevo
ENL0010005A;ENL;Imóvel Selado;Enlevo
ENL0010005B;ENL;Imóvel Selado;Enlevo
ENL0010006A;ENL;Imóvel Selado;Enlevo
ENL0010007A;ENL;Imóvel Selado;Enlevo
ENL0010008A;ENL;Imóvel Selado;Enlevo
ENL0010009A;ENL;Imóvel Selado;Enlevo
ENL0010010A;ENL;Imóvel Selado;Enlevo
ENL0010011A;ENL;Imóvel Selado;Enlevo
ENL0010011B;ENL;Imóvel Selado;Enlevo
ENL0010011C;ENL;Imóvel Selado;Enlevo
ENL0010011D;ENL;Imóvel Selado;Enlevo
ENL0010011E;ENL;Imóvel Selado;Enlevo
ENL0010012A;ENL;Imóvel Selado;Enlevo
ENL0010012B;ENL;Imóvel Selado;Enlevo
ENL0010013A;ENL;Imóvel Selado;Enlevo
ENL0010014A;ENL;Imóvel Selado;Enlevo
ENL0010015A;ENL;Imóvel Selado;Enlevo
ENL0010016A;ENL;Imóvel Selado;Enlevo
ENL0010016B;ENL;Imóvel Selado;Enlevo
ENL0010017A;ENL;Imóvel Selado;Enlevo
ENL0010017B;ENL;Imóvel Selado;Enlevo
ENL0010017C;ENL;Imóvel Selado;Enlevo
ENL0010018A;ENL;Imóvel Selado;Enlevo
ENL0010020A;ENL;Imóvel Selado;Enlevo
ENL0010020B;ENL;Imóvel Selado;Enlevo
ENL0020001A;ENL;Imóvel Selado;Enlevo
ENL0020002A;ENL;Imóvel Selado;Enlevo
ENL0020002B;ENL;Imóvel Selado;Enlevo
ENL0020003A;ENL;Imóvel Selado;Enlevo
ENL0020004A;ENL;Imóvel Selado;Enlevo
ENL0020005A;ENL;Imóvel Selado;Enlevo
ENL0020006A;ENL;Imóvel Selado;Enlevo
ENL0020007A;ENL;Imóvel Selado;Enlevo
ENL0020008A;ENL;Imóvel Selado;Enlevo
ENL0020008B;ENL;Imóvel Selado;Enlevo
ENL0020008C;ENL;Imóvel Selado;Enlevo
ENL0020008D;ENL;Imóvel Selado;Enlevo
ENL0020008E;ENL;Imóvel Selado;Enlevo
ENL0020008F;ENL;Imóvel Selado;Enlevo
ENL0020008G;ENL;Imóvel Selado;Enlevo
ENL0020009A;ENL;Imóvel Selado;Enlevo
ENL0020010A;ENL;Imóvel Selado;Enlevo
ENL0020011A;ENL;Imóvel Selado;Enlevo
ENL0020011B;ENL;Imóvel Selado;Enlevo
ENL0020011C;ENL;Imóvel Selado;Enlevo
ENL0020012A;ENL;Imóvel Selado;Enlevo
ENL0020012B;ENL;Imóvel Selado;Enlevo
ENL0020012C;ENL;Imóvel Selado;Enlevo
ENL0020012D;ENL;Imóvel Selado;Enlevo
ENL0020012E;ENL;Imóvel Selado;Enlevo
ENL0020012F;ENL;Imóvel Selado;Enlevo
ENL0020012G;ENL;Imóvel Selado;Enlevo
ENL0020012H;ENL;Imóvel Selado;Enlevo
ENL0020012I;ENL;Imóvel Selado;Enlevo
ENL0020012J;ENL;Imóvel Selado;Enlevo
ENL0020012K;ENL;Imóvel Selado;Enlevo
ENL0020012L;ENL;Imóvel Selado;Enlevo
ENL0020012M;ENL;Imóvel Selado;Enlevo
ENL0020012N;ENL;Imóvel Selado;Enlevo
ENL0020012O;ENL;Imóvel Selado;Enlevo
ENL0020013A;ENL;Imóvel Selado;Enlevo
ENL0020014A;ENL;Imóvel Selado;Enlevo
ENL0030001A;ENL;Imóvel Selado;Enlevo
ENL0030001B;ENL;Imóvel Selado;Enlevo
ENL0030001C;ENL;Imóvel Selado;Enlevo
ENL0030002A;ENL;Imóvel Selado;Enlevo
ENL0030003A;ENL;Imóvel Selado;Enlevo
ENL0030003B;ENL;Imóvel Selado;Enlevo
ENL0030003C;ENL;Imóvel Selado;Enlevo
ENL0030004A;ENL;Imóvel Selado;Enlevo
ENL0030005A;ENL;Imóvel Selado;Enlevo
ENL0030005B;ENL;Imóvel Selado;Enlevo
ENL0040001A;ENL;Imóvel Selado;Enlevo
ENL0040001B;ENL;Imóvel Selado;Enlevo
ENL0040001C;ENL;Imóvel Selado;Enlevo
ENL0040002A;ENL;Imóvel Selado;Enlevo
ENL0040003A;ENL;Imóvel Selado;Enlevo
ENL0040003B;ENL;Imóvel Selado;Enlevo
ENL0040003C;ENL;Imóvel Selado;Enlevo
ENL0040003D;ENL;Imóvel Selado;Enlevo
ENL0040004A;ENL;Imóvel Selado;Enlevo
ENL0040005A;ENL;Imóvel Selado;Enlevo
ENL0040006A;ENL;Imóvel Selado;Enlevo
ENL0040006B;ENL;Imóvel Selado;Enlevo
ENL0040007A;ENL;Imóvel Selado;Enlevo
ENL0040008A;ENL;Imóvel Selado;Enlevo
ENL0040009A;ENL;Imóvel Selado;Enlevo
ENL0040010A;ENL;Imóvel Selado;Enlevo
ENL0040010B;ENL;Imóvel Selado;Enlevo
ENL0040011A;ENL;Imóvel Selado;Enlevo
ENL0040012A;ENL;Imóvel Selado;Enlevo
ENL0040012B;ENL;Imóvel Selado;Enlevo
ENL0040013A;ENL;Imóvel Selado;Enlevo
ENL0040014A;ENL;Imóvel Selado;Enlevo
ENL0040015A;ENL;Imóvel Selado;Enlevo
ENL0050001A;ENL;Imóvel Selado;Enlevo
ENL0050002A;ENL;Imóvel Selado;Enlevo
ENL0050002B;ENL;Imóvel Selado;Enlevo
ENL0050002C;ENL;Imóvel Selado;Enlevo
ENL0050003A;ENL;Imóvel Selado;Enlevo
ENL0050004A;ENL;Imóvel Selado;Enlevo
ENL0050005A;ENL;Imóvel Selado;Enlevo
ENL0050005B;ENL;Imóvel Selado;Enlevo
ENL0050006A;ENL;Imóvel Selado;Enlevo
ENL0050006B;ENL;Imóvel Selado;Enlevo
ENL0050007A;ENL;Imóvel Selado;Enlevo
ENL0050008A;ENL;Imóvel Selado;Enlevo
ENL0050008B;ENL;Imóvel Selado;Enlevo
ENL0050009A;ENL;Imóvel Selado;Enlevo
ENL0050010A;ENL;Imóvel Selado;Enlevo
ENL0050010B;ENL;Imóvel Selado;Enlevo
ENL0050011A;ENL;Imóvel Selado;Enlevo
ENL0050012A;ENL;Imóvel Selado;Enlevo
ENL0050013A;ENL;Imóvel Selado;Enlevo
ENL0050014A;ENL;Imóvel Selado;Enlevo
ENL0050014B;ENL;Imóvel Selado;Enlevo
ENL0050014C;ENL;Imóvel Selado;Enlevo
ENL0050015A;ENL;Imóvel Selado;Enlevo
ENL0050016A;ENL;Imóvel Selado;Enlevo
ENL0050017A;ENL;Imóvel Selado;Enlevo
ENL0050017B;ENL;Imóvel Selado;Enlevo
ENL0050018A;ENL;Imóvel Selado;Enlevo
ENL0050018B;ENL;Imóvel Selado;Enlevo
ENL0050018C;ENL;Imóvel Selado;Enlevo
ENL0050019A;ENL;Imóvel Selado;Enlevo
ENL0050020A;ENL;Imóvel Selado;Enlevo
ENL0050021A;ENL;Imóvel Selado;Enlevo
ENL0050022A;ENL;Imóvel Selado;Enlevo
ENL0050023A;ENL;Imóvel Selado;Enlevo
ENL0050023B;ENL;Imóvel Selado;Enlevo
ENL0050023C;ENL;Imóvel Selado;Enlevo
ENL0050024A;ENL;Imóvel Selado;Enlevo
ENL0050025A;ENL;Imóvel Selado;Enlevo
ENL0050025B;ENL;Imóvel Selado;Enlevo
ENL0050025C;ENL;Imóvel Selado;Enlevo
ENL0050026A;ENL;Imóvel Selado;Enlevo
ENL0050026B;ENL;Imóvel Selado;Enlevo
ENL0050027A;ENL;Imóvel Selado;Enlevo
ENL0050027B;ENL;Imóvel Selado;Enlevo
ENL0050027C;ENL;Imóvel Selado;Enlevo
ENL0050028A;ENL;Imóvel Selado;Enlevo
ENL0050029A;ENL;Imóvel Selado;Enlevo
ENL0050029B;ENL;Imóvel Selado;Enlevo
ENL0050030A;ENL;Imóvel Selado;Enlevo
ENL0050030B;ENL;Imóvel Selado;Enlevo
ENL0050030C;ENL;Imóvel Selado;Enlevo
ENL0050031A;ENL;Imóvel Selado;Enlevo
ENL0050032A;ENL;Imóvel Selado;Enlevo
ENL0050033A;ENL;Imóvel Selado;Enlevo
ENL0060001A;ENL;Imóvel Selado;Enlevo
ENL0060002A;ENL;Imóvel Selado;Enlevo
ENL0060003A;ENL;Imóvel Selado;Enlevo
ENL0060003B;ENL;Imóvel Selado;Enlevo
ENL0060004A;ENL;Imóvel Selado;Enlevo
ENL0060005A;ENL;Imóvel Selado;Enlevo
ENL0060005B;ENL;Imóvel Selado;Enlevo
ENL0060006A;ENL;Imóvel Selado;Enlevo
ENL0060006B;ENL;Imóvel Selado;Enlevo
ENL0060006C;ENL;Imóvel Selado;Enlevo
ENL0060007A;ENL;Imóvel Selado;Enlevo
ENL0060008A;ENL;Imóvel Selado;Enlevo
ENL0060008B;ENL;Imóvel Selado;Enlevo
ENL0060008C;ENL;Imóvel Selado;Enlevo
ENL0060009A;ENL;Imóvel Selado;Enlevo
ENL0060009B;ENL;Imóvel Selado;Enlevo
ENL0060010A;ENL;Imóvel Selado;Enlevo
ENL0060010B;ENL;Imóvel Selado;Enlevo
ENL0060011A;ENL;Imóvel Selado;Enlevo
ENL0060012A;ENL;Imóvel Selado;Enlevo
ENL0060012B;ENL;Imóvel Selado;Enlevo
ENL0060013A;ENL;Imóvel Selado;Enlevo
ENL0060013B;ENL;Imóvel Selado;Enlevo
ENL0060013C;ENL;Imóvel Selado;Enlevo
ENL0060014A;ENL;Imóvel Selado;Enlevo
ENL0060014B;ENL;Imóvel Selado;Enlevo
ENL0060015A;ENL;Imóvel Selado;Enlevo
ENL0060016A;ENL;Imóvel Selado;Enlevo
ENL0060017A;ENL;Imóvel Selado;Enlevo
ENL0060017B;ENL;Imóvel Selado;Enlevo
